-317,142.3
-316.5,142.384
-316,142.432
-315.5,142.432
-315.004,142.38
-314.518,142.282
-314.051,142.149
-313.616,141.996
-313.218,141.833
-312.851,141.667
-312.504,141.5
-312.167,141.328
-311.833,141.149
-311.5,140.949
-311.167,140.721
-310.837,140.463
-310.514,140.182
-310.2,139.889
-309.894,139.584
-309.584,139.25
-309.25,138.871
-308.875,138.445
-308.463,137.982
-308.037,137.496
-307.625,137
-307.25,136.504
-306.916,136.018
-306.611,135.551
-306.318,135.116
-306.037,134.718
-305.774,134.351
-305.533,134
-305.3,133.649
-305.056,133.287
-304.787,132.902
-304.5,132.5
-304.213,132.098
-303.948,131.713
-303.713,131.351
-303.504,131
-303.3,130.654
-303.088,130.3
-302.861,129.935
-302.621,129.561
-302.375,129.182
-302.125,128.796
-301.875,128.393
-301.625,127.967
-301.379,127.533
-301.139,127.111
-300.911,126.718
-300.7,126.351
-300.5,126
-300.305,125.649
-300.102,125.287
-299.898,124.902
-299.7,124.5
-299.514,124.093
-299.333,123.695
-299.149,123.3
-298.949,122.889
-298.721,122.449
-298.467,121.982
-298.2,121.5
-297.94,121.018
-297.7,120.551
-297.467,120.116
-297.226,119.718
-296.963,119.351
-296.686,119
-296.407,118.649
-296.139,118.282
-295.879,117.884
-295.625,117.449
-295.375,116.982
-295.125,116.496
-294.875,116.004
-294.625,115.518
-294.379,115.051
-294.139,114.611
-293.912,114.2
-293.704,113.8
-293.518,113.389
-293.351,112.954
-293.2,112.5
-293.065,112.046
-292.935,111.611
-292.8,111.2
-292.649,110.8
-292.482,110.389
-292.3,109.949
-292.106,109.482
-291.916,108.996
-291.75,108.5
-291.625,108
-291.537,107.5
-291.467,107
-291.393,106.5
-291.3,106
-291.2,105.5
-291.111,105
-291.046,104.5
-291,104
-290.954,103.5
-290.893,103
-290.818,102.5
-290.75,102
-290.727,101.5
-290.768,101
-290.869,100.5
-291.009,100.004
-291.167,99.518
-291.337,99.051
-291.514,98.611
-291.704,98.204
-291.912,97.818
-292.135,97.439
-292.365,97.065
-292.589,96.7
-292.8,96.346
-293.004,96
-293.213,95.649
-293.448,95.287
-293.713,94.902
-294,94.5
-294.287,94.098
-294.552,93.713
-294.787,93.355
-294.996,93.018
-295.2,92.7
-295.416,92.394
-295.657,92.084
-295.934,91.754
-296.25,91.389
-296.611,91
-297,90.611
-297.389,90.25
-297.75,89.929
-298.071,89.639
-298.361,89.361
-298.639,89.075
-298.929,88.763
-299.255,88.421
-299.629,88.056
-300.055,87.686
-300.514,87.314
-300.986,86.944
-301.445,86.579
-301.871,86.237
-302.245,85.925
-302.57,85.643
-302.857,85.379
-303.121,85.125
-303.379,84.879
-303.639,84.639
-303.911,84.411
-304.2,84.2
-304.5,84
-304.805,83.8
-305.106,83.584
-305.416,83.343
-305.75,83.071
-306.129,82.763
-306.555,82.421
-307.018,82.056
-307.504,81.686
-308,81.314
-308.5,80.939
-309,80.561
-309.5,80.186
-309.996,79.814
-310.482,79.444
-310.949,79.079
-311.389,78.732
-311.8,78.411
-312.195,78.106
-312.593,77.805
-313,77.5
-313.407,77.195
-313.805,76.898
-314.195,76.602
-314.593,76.305
-314.996,76
-315.389,75.7
-315.75,75.412
-316.071,75.139
-316.361,74.883
-316.635,74.639
-316.911,74.411
-317.2,74.2
-317.5,74
-317.805,73.805
-318.102,73.602
-318.398,73.398
-318.695,73.195
-319,73
-319.305,72.8
-319.606,72.584
-319.916,72.347
-320.25,72.084
-320.629,71.796
-321.055,71.486
-321.514,71.163
-321.986,70.837
-322.449,70.514
-322.889,70.2
-323.3,69.894
-323.7,69.588
-324.111,69.268
-324.551,68.921
-325.018,68.561
-325.504,68.2
-326,67.846
-326.5,67.504
-327,67.167
-327.5,66.833
-328,66.5
-328.5,66.167
-329,65.837
-329.5,65.514
-330,65.2
-330.5,64.898
-330.996,64.602
-331.482,64.305
-331.949,64.004
-332.384,63.713
-332.782,63.448
-333.149,63.213
-333.5,63.004
-333.851,62.8
-334.218,62.589
-334.616,62.361
-335.051,62.117
-335.518,61.857
-336.004,61.575
-336.5,61.263
-337,60.921
-337.5,60.561
-338,60.2
-338.5,59.851
-338.996,59.518
-339.482,59.204
-339.949,58.911
-340.389,58.635
-340.8,58.365
-341.2,58.088
-341.611,57.8
-342.046,57.5
-342.5,57.2
-342.954,56.916
-343.384,56.653
-343.782,56.411
-344.149,56.186
-344.5,55.963
-344.851,55.721
-345.218,55.449
-345.616,55.149
-346.051,54.828
-346.518,54.5
-347.004,54.167
-347.5,53.833
-348,53.5
-348.5,53.167
-349,52.833
-349.5,52.5
-350,52.167
-350.5,51.837
-350.996,51.514
-351.482,51.204
-351.95,50.912
-352.389,50.635
-352.8,50.365
-353.2,50.089
-353.611,49.796
-354.051,49.486
-354.514,49.163
-354.986,48.837
-355.449,48.514
-355.889,48.2
-356.3,47.894
-356.7,47.584
-357.111,47.254
-357.551,46.889
-358.018,46.496
-358.504,46.098
-359,45.713
-359.5,45.351
-360,45.004
-360.5,44.667
-361,44.333
-361.5,44
-362,43.667
-362.5,43.337
-363,43.014
-363.5,42.704
-364,42.411
-364.5,42.135
-365,41.865
-365.496,41.589
-365.982,41.3
-366.449,41.004
-366.884,40.713
-367.282,40.448
-367.649,40.218
-367.996,40.018
-368.333,39.837
-368.667,39.663
-369.004,39.486
-369.346,39.296
-369.7,39.088
-370.065,38.861
-370.439,38.621
-370.814,38.375
-371.186,38.125
-371.561,37.875
-371.939,37.625
-372.318,37.375
-372.704,37.125
-373.111,36.875
-373.546,36.621
-374,36.361
-374.454,36.089
-374.889,35.8
-375.3,35.5
-375.7,35.2
-376.111,34.912
-376.551,34.639
-377.018,34.379
-377.504,34.121
-378,33.857
-378.5,33.575
-379,33.263
-379.5,32.926
-379.996,32.574
-380.482,32.237
-380.949,31.925
-381.389,31.643
-381.8,31.379
-382.2,31.121
-382.611,30.861
-383.046,30.589
-383.5,30.3
-383.954,30.004
-384.384,29.713
-384.782,29.448
-385.149,29.213
-385.5,29.004
-385.846,28.8
-386.2,28.589
-386.565,28.361
-386.939,28.117
-387.318,27.861
-387.704,27.589
-388.111,27.3
-388.551,27
-389.018,26.695
-389.504,26.398
-389.996,26.102
-390.482,25.805
-390.949,25.504
-391.384,25.213
-391.782,24.948
-392.149,24.718
-392.496,24.518
-392.833,24.337
-393.167,24.163
-393.504,23.982
-393.851,23.782
-394.218,23.552
-394.616,23.287
-395.046,22.996
-395.5,22.7
-395.954,22.416
-396.384,22.153
-396.782,21.916
-397.149,21.7
-397.5,21.5
-397.846,21.3
-398.2,21.089
-398.561,20.861
-398.921,20.621
-399.268,20.379
-399.589,20.139
-399.894,19.912
-400.2,19.7
-400.518,19.5
-400.851,19.3
-401.2,19.088
-401.565,18.861
-401.939,18.621
-402.314,18.375
-402.686,18.125
-403.061,17.875
-403.439,17.625
-403.814,17.375
-404.186,17.125
-404.561,16.875
-404.939,16.625
-405.318,16.375
-405.704,16.125
-406.111,15.875
-406.551,15.621
-407.018,15.361
-407.504,15.088
-408,14.8
-408.5,14.5
-409,14.2
-409.5,13.912
-410,13.635
-410.5,13.365
-411,13.089
-411.5,12.796
-412,12.486
-412.5,12.163
-413,11.837
-413.496,11.514
-413.982,11.204
-414.45,10.912
-414.889,10.639
-415.3,10.379
-415.7,10.125
-416.111,9.875
-416.551,9.625
-417.018,9.375
-417.504,9.121
-418,8.861
-418.5,8.589
-419,8.3
-419.5,8
-420,7.7
-420.5,7.412
-421,7.139
-421.496,6.879
-421.982,6.625
-422.449,6.375
-422.889,6.121
-423.3,5.861
-423.7,5.589
-424.111,5.3
-424.55,5
-425.018,4.7
-425.504,4.412
-426,4.139
-426.496,3.879
-426.982,3.625
-427.449,3.375
-427.889,3.121
-428.3,2.861
-428.7,2.593
-429.111,2.314
-429.551,2.033
-430.018,1.761
-430.504,1.5
-431,1.235
-431.5,0.954
-432,0.649
-432.5,0.333
-432.996,0.014
-433.482,-0.296
-433.949,-0.584
-434.384,-0.847
-434.782,-1.084
-435.149,-1.296
-435.496,-1.486
-435.833,-1.663
-436.167,-1.837
-436.504,-2.014
-436.851,-2.204
-437.218,-2.411
-437.611,-2.639
-438.033,-2.879
-438.467,-3.121
-438.889,-3.361
-439.282,-3.588
-439.649,-3.8
-440,-4
-440.351,-4.2
-440.718,-4.412
-441.116,-4.635
-441.546,-4.865
-442,-5.088
-442.454,-5.3
-442.889,-5.5
-443.3,-5.7
-443.7,-5.911
-444.111,-6.139
-444.551,-6.379
-445.018,-6.625
-445.504,-6.875
-446,-7.121
-446.5,-7.357
-446.996,-7.575
-447.482,-7.763
-447.949,-7.921
-448.389,-8.056
-448.8,-8.182
-449.2,-8.296
-449.611,-8.389
-450.051,-8.454
-450.518,-8.5
-451.004,-8.546
-451.5,-8.611
-452,-8.7
-452.5,-8.8
-453,-8.889
-453.5,-8.949
-454,-8.986
-454.5,-9.014
-455,-9.051
-455.5,-9.111
-456,-9.2
-456.5,-9.3
-457,-9.389
-457.5,-9.454
-458,-9.5
-458.5,-9.542
-459,-9.593
-459.5,-9.649
-460,-9.689
-460.5,-9.689
-461,-9.649
-461.5,-9.589
-462,-9.528
-462.5,-9.467
-463,-9.393
-463.5,-9.296
-464,-9.182
-464.5,-9.061
-465,-8.939
-465.5,-8.814
-466,-8.682
-466.5,-8.543
-467,-8.389
-467.496,-8.202
-467.982,-7.986
-468.45,-7.756
-468.889,-7.533
-469.3,-7.314
-469.7,-7.093
-470.107,-6.861
-470.533,-6.621
-470.963,-6.375
-471.375,-6.125
-471.75,-5.875
-472.088,-5.621
-472.411,-5.357
-472.75,-5.071
-473.129,-4.745
-473.555,-4.371
-474.018,-3.945
-474.504,-3.482
-475,-2.996
-475.5,-2.5
-476,-2
-476.496,-1.5
-476.982,-1.004
-477.445,-0.518
-477.871,-0.051
-478.25,0.389
-478.584,0.8
-478.894,1.195
-479.2,1.593
-479.514,2
-479.837,2.402
-480.163,2.787
-480.482,3.149
-480.782,3.5
-481.052,3.851
-481.287,4.218
-481.5,4.616
-481.713,5.051
-481.944,5.518
-482.195,6.004
-482.454,6.5
-482.689,7
-482.884,7.5
-483.047,8
-483.195,8.5
-483.346,9
-483.5,9.5
-483.654,10
-483.8,10.5
-483.935,11
-484.061,11.5
-484.182,12
-484.291,12.5
-484.371,13
-484.399,13.5
-484.366,14
-484.278,14.5
-484.149,15
-483.996,15.5
-483.833,16
-483.667,16.5
-483.504,17
-483.346,17.5
-483.2,18
-483.065,18.5
-482.935,19
-482.796,19.5
-482.636,20
-482.445,20.5
-482.221,21
-481.963,21.496
-481.686,21.982
-481.407,22.449
-481.135,22.884
-480.865,23.282
-480.588,23.645
-480.3,23.982
-480,24.296
-479.695,24.584
-479.398,24.847
