x,y
30.0,0.0
29.997621823044433,0.3777366299536989
29.990487669226084,0.7554133716041558
29.97859866963032,1.132970346143127
29.96195670920011,1.5103476937508622
29.94056442643726,1.887485583086585
29.91442521298402,2.264324220774463
29.883543213085396,2.640803860883555
29.847923322932093,3.016864814400237
29.807571189884232,3.392447458691607
29.762493211576018,3.7674922469583603
29.712696534901387,4.141939717675644
29.65818905488094,4.5157305040204
29.598979413410202,4.888805343283672
29.535076997889497,5.261105086266432
29.466491939735636,5.632570706657392
29.393235112775592,6.003143310391337
29.31531813152255,6.372764144986498
29.232753349334462,6.741374608859464
29.14555385645548,7.108916260616184
29.05373347794058,7.475330828317566
28.957306771463635,7.840560218718201
28.856289025009403,8.204546526476772
28.750696254449657,8.567232043336663
28.64054520100398,8.928559267275322
28.525853328585494,9.28847091162092
28.406638821032068,9.64690991413488
28.282920579223344,10.003819446058824
28.154718218084096,10.359142921124478
28.022052063474394,10.712824004525164
27.884943148967,11.064806621847405
27.743413212512657,11.415034967961248
27.59748469299358,11.763453515867901
27.447180726665923,12.110007025503261
27.292525143491627,12.454640552495963
27.13354246336029,12.797299456878536
26.970257892201662,13.137929411750315
26.80269731798935,13.476476411890696
26.63088730663645,13.812886782321403
26.45485509778361,14.147107186816402
26.274628600480334,14.479084636358085
26.090236388760125,14.808766497538436
25.90170769711024,15.13610050090379
25.70907241583667,15.461034749241913
25.512361086325196,15.78351772581004
25.311604896199203,16.103498302502604
25.106835674375034,16.420925747957362
24.89808588601565,16.73574973559859
24.685388627383468,17.047920351616117
24.468777620593084,17.357388102878936
24.24828720826481,17.66410392478207
24.023952348079813,17.968019189025554
23.79580860723775,18.2690857113242
23.563892156817754,18.56725575904697
23.328239766043694,18.86248205878478
23.08888879645459,19.15471780384545
22.845877195981114,19.44391666167468
22.59924349292915,19.730032781201853
22.349026789871303,20.013020800109487
22.095266757447376,20.292835852025245
21.838003628074794,20.569433573635234
21.577278189569945,20.842770111717623
21.313131778681466,21.112802130095343
21.04560627453651,21.379486816506837
20.77474409200101,21.64278188939373
20.50058817495501,21.90264560460437
20.223181989484114,22.159036762012143
19.94256951698817,22.411914712047572
19.658795247208204,22.661239362143107
19.37190417117283,22.906971183089592
19.08194177406509,23.14907121530343
18.788954028011037,23.38750107500346
18.492987384791068,23.62222296029649
